name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
Ryan Manning,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,DEF,43,Arsenal,Southampton,2,1,True,Arsenal,38
Sékou Mara,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,FWD,50,Arsenal,Southampton,2,1,True,Arsenal,38
Alex McCarthy,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,GK,42,Arsenal,Southampton,2,1,True,Arsenal,38
Paul Onuachu,470,20,0,0,0,1,0,0,0,0,0,0,0,0,1.2,2.3,2.0,0.6,0,0.00,0.00,0.00,0.46,0,0,0,0,0,0,0,1,False,378,Southampton,FWD,49,Arsenal,Southampton,2,1,True,Arsenal,38
Will Smallbone,471,11,0,0,0,1,0,0,0,0,0,0,0,3,3.0,3.3,0.0,0.6,0,0.00,0.00,0.00,0.32,0,0,0,0,0,0,0,1,False,378,Southampton,MID,50,Arsenal,Southampton,2,1,True,Arsenal,38
Jack Stephens,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,DEF,40,Arsenal,Southampton,2,1,True,Arsenal,38
Ross Stewart,473,69,1,0,0,1,0,0,0,0,0,0,3,31,36.0,4.1,39.0,7.9,1,0.33,0.02,0.35,1.74,0,0,0,0,0,0,0,9,True,378,Southampton,FWD,44,Arsenal,Southampton,2,1,True,Arsenal,38
Sugawara Yukinari,474,90,0,0,0,2,0,0,0,0,0,0,0,10,32.8,1.2,2.0,3.6,1,0.01,0.01,0.02,2.20,0,0,0,0,0,0,0,1,False,378,Southampton,DEF,42,Arsenal,Southampton,2,1,True,Arsenal,38
Charlie Taylor,475,90,0,0,0,2,0,0,0,0,0,0,0,10,29.4,1.3,2.0,3.3,1,0.00,0.04,0.04,2.20,0,0,0,0,0,0,0,1,False,378,Southampton,DEF,39,Arsenal,Southampton,2,1,True,Arsenal,38
Kyle Walker-Peters,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,DEF,42,Arsenal,Southampton,2,1,True,Arsenal,38
Nathan Wood-Gordon,477,90,0,0,0,2,0,0,0,0,0,0,0,8,26.0,0.6,2.0,2.9,1,0.00,0.00,0.00,2.20,0,0,0,0,0,0,0,1,False,378,Southampton,DEF,39,Arsenal,Southampton,2,1,True,Arsenal,38
Ashley Phillips,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,40,Brighton,Tottenham,4,1,True,Brighton,38
Brandon Austin,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,GK,40,Brighton,Tottenham,4,1,True,Brighton,38
Rodrigo Bentancur,480,65,0,0,0,2,0,0,0,1,0,0,0,7,7.0,1.5,0.0,0.9,1,0.00,0.02,0.02,1.32,0,0,0,0,0,0,0,1,False,379,Tottenham,MID,49,Brighton,Tottenham,4,1,True,Brighton,38
Lucas Bergvall,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,44,Brighton,Tottenham,4,1,True,Brighton,38
Yves Bissouma,482,24,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.95,0,0,0,0,0,0,0,1,False,379,Tottenham,MID,48,Brighton,Tottenham,4,1,True,Brighton,38
Bryan Gil Salvatierra,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,50,Brighton,Tottenham,4,1,True,Brighton,38
Ben Davies,484,24,0,0,0,2,0,0,0,1,0,0,0,-7,5.4,0.0,0.0,0.5,0,0.00,0.00,0.00,0.95,0,0,0,0,0,0,0,-1,False,379,Tottenham,DEF,43,Brighton,Tottenham,4,1,True,Brighton,38
Alfie Devine,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,45,Brighton,Tottenham,4,1,True,Brighton,38
Radu Drăgușin,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,43,Brighton,Tottenham,4,1,True,Brighton,38
Emerson Leite de Souza Junior,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,45,Brighton,Tottenham,4,1,True,Brighton,38
Fraser Forster,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,GK,43,Brighton,Tottenham,4,1,True,Brighton,38
Archie Gray,489,90,0,0,0,4,0,0,0,0,0,0,0,4,15.0,14.5,0.0,3.0,1,0.00,0.00,0.00,2.27,0,0,0,0,0,0,0,2,False,379,Tottenham,MID,46,Brighton,Tottenham,4,1,True,Brighton,38
Pierre-Emile Højbjerg,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,50,Brighton,Tottenham,4,1,True,Brighton,38
Brennan Johnson,491,90,0,0,0,4,0,0,0,0,0,0,0,4,0.2,0.3,10.0,1.1,1,0.48,0.00,0.48,2.27,0,0,0,0,0,0,0,2,False,379,Tottenham,MID,62,Brighton,Tottenham,4,1,True,Brighton,38
Dejan Kulusevski,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,62,Brighton,Tottenham,4,1,True,Brighton,38
Giovani Lo Celso,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,49,Brighton,Tottenham,4,1,True,Brighton,38
James Maddison,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,74,Brighton,Tottenham,4,1,True,Brighton,38
Pedro Porro,495,90,0,0,0,4,0,0,0,1,0,0,0,-3,10.8,10.6,0.0,2.1,1,0.00,0.06,0.06,2.27,0,0,0,0,0,0,0,-1,False,379,Tottenham,DEF,52,Brighton,Tottenham,4,1,True,Brighton,38
Sergio Reguilón,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,41,Brighton,Tottenham,4,1,True,Brighton,38
Richarlison de Andrade,497,24,0,0,0,2,0,0,0,0,0,0,0,0,1.0,0.1,0.0,0.1,0,0.00,0.00,0.00,0.95,0,0,0,0,0,0,0,1,False,379,Tottenham,FWD,68,Brighton,Tottenham,4,1,True,Brighton,38
Cristian Romero,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,49,Brighton,Tottenham,4,1,True,Brighton,38
Pape Matar Sarr,499,45,0,0,0,0,0,0,0,0,0,0,0,1,1.6,1.4,0.0,0.3,1,0.00,0.01,0.01,0.36,0,0,0,0,0,0,0,1,False,379,Tottenham,MID,47,Brighton,Tottenham,4,1,True,Brighton,38
Dane Scarlett,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,FWD,44,Brighton,Tottenham,4,1,True,Brighton,38
Oliver Skipp,501,71,0,0,1,0,0,0,0,0,0,0,0,6,5.0,1.4,4.0,1.0,1,0.21,0.00,0.21,1.34,0,0,0,0,0,0,0,3,False,371,Leicester,MID,47,Leicester,Bournemouth,0,2,False,Bournemouth,38
Manor Solomon,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,54,Brighton,Tottenham,4,1,True,Brighton,38
Son Heung-min,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,97,Brighton,Tottenham,4,1,True,Brighton,38
Djed Spence,504,7,0,0,0,2,0,0,0,0,0,0,0,-6,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.81,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,44,Brighton,Tottenham,4,1,True,Brighton,38
Destiny Udogie,505,90,0,0,0,4,0,0,0,0,0,0,0,-10,7.4,0.9,0.0,0.8,1,0.00,0.00,0.00,2.27,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,48,Brighton,Tottenham,4,1,True,Brighton,38
Micky van de Ven,506,65,0,0,0,2,0,0,0,0,0,0,0,0,16.6,0.1,0.0,1.7,1,0.00,0.00,0.00,1.32,0,0,0,0,0,0,0,1,False,379,Tottenham,DEF,45,Brighton,Tottenham,4,1,True,Brighton,38
Alejo Véliz,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,FWD,50,Brighton,Tottenham,4,1,True,Brighton,38
Guglielmo Vicario,508,90,0,0,0,4,0,0,0,0,0,4,0,0,36.4,0.0,0.0,3.6,1,0.00,0.00,0.00,2.27,0,0,0,0,0,0,0,1,False,379,Tottenham,GK,48,Brighton,Tottenham,4,1,True,Brighton,38
Timo Werner,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,62,Brighton,Tottenham,4,1,True,Brighton,38
Alfie Whiteman,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,GK,39,Brighton,Tottenham,4,1,True,Brighton,38
Edson Álvarez Velázquez,511,79,0,0,0,1,0,0,0,0,0,0,0,10,19.0,4.7,2.0,2.6,1,0.08,0.04,0.12,0.48,0,0,0,0,0,0,0,2,False,373,West Ham,MID,50,West Ham,Ipswich,3,1,False,Ipswich,38
Michail Antonio,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,FWD,52,West Ham,Ipswich,3,1,False,Ipswich,38
Alphonse Areola,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,GK,42,West Ham,Ipswich,3,1,False,Ipswich,38
Jarrod Bowen,514,90,1,1,0,1,0,0,0,0,0,0,3,48,66.8,27.9,31.0,12.6,1,0.12,0.16,0.28,0.79,0,0,0,0,0,0,0,13,True,373,West Ham,MID,79,West Ham,Ipswich,3,1,False,Ipswich,38
Maxwel Cornet,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,MID,47,Arsenal,Southampton,2,1,True,Arsenal,38
Vladimír Coufal,516,18,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.1,0.0,0.4,0,0.00,0.00,0.00,0.32,0,0,0,0,0,0,0,1,False,373,West Ham,DEF,41,West Ham,Ipswich,3,1,False,Ipswich,38
Aaron Cresswell,517,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.04,0,0,0,0,0,0,0,1,False,373,West Ham,DEF,39,West Ham,Ipswich,3,1,False,Ipswich,38
Flynn Downes,518,90,0,0,0,2,0,0,0,0,0,0,0,15,21.8,3.4,0.0,2.5,1,0.00,0.01,0.01,2.20,0,0,0,0,0,0,0,2,False,378,Southampton,MID,47,Arsenal,Southampton,2,1,True,Arsenal,38
George Earthy,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,MID,45,West Ham,Ipswich,3,1,False,Ipswich,38
Emerson Palmieri dos Santos,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,DEF,44,West Ham,Ipswich,3,1,False,Ipswich,38
Łukasz Fabiański,521,90,0,0,0,1,0,0,0,0,0,3,0,11,25.6,0.0,0.0,2.6,1,0.00,0.00,0.00,0.79,0,0,0,0,0,0,0,3,False,373,West Ham,GK,39,West Ham,Ipswich,3,1,False,Ipswich,38
Wes Foderingham,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,GK,42,West Ham,Ipswich,3,1,False,Ipswich,38
Danny Ings,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,FWD,48,West Ham,Ipswich,3,1,False,Ipswich,38
Max Kilman,524,90,0,0,0,1,0,0,0,1,0,0,0,6,18.2,1.8,0.0,2.0,1,0.00,0.01,0.01,0.79,0,0,0,0,0,0,0,1,False,373,West Ham,DEF,43,West Ham,Ipswich,3,1,False,Ipswich,38
Mohammed Kudus,525,17,1,0,0,0,0,0,0,0,0,0,1,27,36.4,1.0,17.0,5.4,0,0.08,0.01,0.09,0.32,0,0,0,0,0,0,0,7,False,373,West Ham,MID,62,West Ham,Ipswich,3,1,False,Ipswich,38
Luis Guilherme Lira dos Santos,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,MID,46,West Ham,Ipswich,3,1,False,Ipswich,38
Lucas Tolentino Coelho de Lima,527,10,0,0,0,0,0,0,0,0,0,0,0,4,1.8,1.2,0.0,0.3,0,0.00,0.00,0.00,0.32,0,0,0,0,0,0,0,1,False,373,West Ham,MID,57,West Ham,Ipswich,3,1,False,Ipswich,38
Konstantinos Mavropanos,528,90,0,0,0,1,0,0,0,0,0,0,0,21,32.0,0.8,0.0,3.3,1,0.00,0.00,0.00,0.79,0,0,0,0,0,0,0,2,False,373,West Ham,DEF,43,West Ham,Ipswich,3,1,False,Ipswich,38
Nayef Aguerd,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,DEF,44,West Ham,Ipswich,3,1,False,Ipswich,38
Tomáš Souček,530,90,0,0,0,1,0,0,0,0,0,0,0,14,14.2,5.6,17.0,3.7,1,0.08,0.02,0.10,0.79,0,0,0,0,0,0,0,2,False,373,West Ham,MID,48,West Ham,Ipswich,3,1,False,Ipswich,38
James Ward-Prowse,531,79,1,0,0,1,0,0,0,0,0,0,2,37,45.4,30.3,24.0,10.0,1,0.49,0.22,0.71,0.48,0,0,0,0,0,0,0,9,False,373,West Ham,MID,61,West Ham,Ipswich,3,1,False,Ipswich,38
Kurt Zouma,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,DEF,44,West Ham,Ipswich,3,1,False,Ipswich,38
Rayan Aït-Nouri,533,64,0,0,0,1,0,0,0,0,0,0,0,11,18.4,40.0,25.0,8.3,1,0.05,0.13,0.18,1.21,0,0,0,0,0,0,0,2,False,380,Wolverhampton,DEF,51,Brentford,Wolverhampton,1,1,True,Brentford,38
Boubacar Traoré,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,48,Brentford,Wolverhampton,1,1,True,Brentford,38
Jean-Ricner Bellegarde,535,3,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.5,0.0,0.1,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,1,False,380,Wolverhampton,MID,49,Brentford,Wolverhampton,1,1,True,Brentford,38
Daniel Bentley,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,GK,39,Brentford,Wolverhampton,1,1,True,Brentford,38
Francisco Jorge Tomás Oliveira,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Tawanda Chirewa,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Leon Chiwome,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,FWD,44,Brentford,Wolverhampton,1,1,True,Brentford,38
Luke Cundle,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Matheus Santos Carneiro Da Cunha,541,90,0,0,0,1,0,0,0,0,0,0,0,8,13.8,17.7,59.0,9.1,1,0.38,0.08,0.46,1.43,0,0,0,0,0,0,0,2,False,380,Wolverhampton,FWD,70,Brentford,Wolverhampton,1,1,True,Brentford,38
Craig Dawson,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,42,Brentford,Wolverhampton,1,1,True,Brentford,38
Matt Doherty,543,86,0,0,0,1,0,0,0,0,0,0,0,14,19.4,11.5,0.0,3.1,1,0.00,0.01,0.01,1.29,0,0,0,0,0,0,0,2,False,380,Wolverhampton,DEF,43,Brentford,Wolverhampton,1,1,True,Brentford,38
Tommy Doyle,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,47,Brentford,Wolverhampton,1,1,True,Brentford,38
Fábio Silva,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,FWD,50,Brentford,Wolverhampton,1,1,True,Brentford,38
Nathan Fraser,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,FWD,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Enso González,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,44,Brentford,Wolverhampton,1,1,True,Brentford,38
Gonçalo Manuel Ganchinho Guedes,548,64,0,0,0,1,0,0,0,0,0,0,0,5,7.8,38.1,16.0,6.2,1,0.33,0.16,0.49,1.21,0,0,0,0,0,0,0,2,False,380,Wolverhampton,MID,53,Brentford,Wolverhampton,1,1,True,Brentford,38
Hugo Bueno López,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Hwang Hee-chan,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,61,Brentford,Wolverhampton,1,1,True,Brentford,38
Joe Hodge,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Ki-Jana Hoever,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,40,Brentford,Wolverhampton,1,1,True,Brentford,38
João Victor Gomes da Silva,553,90,0,0,0,1,0,0,0,1,0,0,0,25,22.8,15.3,10.0,4.8,1,0.17,0.07,0.24,1.43,0,0,0,0,0,0,0,1,False,380,Wolverhampton,MID,49,Brentford,Wolverhampton,1,1,True,Brentford,38
José Malheiro de Sá,554,90,0,0,0,1,0,0,0,0,0,6,0,22,47.8,10.0,0.0,5.8,1,0.00,0.00,0.00,1.29,0,0,0,0,0,0,0,4,False,380,Wolverhampton,GK,44,Brentford,Wolverhampton,1,1,True,Brentford,38
Saša Kalajdžić,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,FWD,48,Brentford,Wolverhampton,1,1,True,Brentford,38
Tom King,556,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,1,False,380,Wolverhampton,GK,39,Brentford,Wolverhampton,1,1,True,Brentford,38
Mario Lemina,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,48,Brentford,Wolverhampton,1,1,True,Brentford,38
Yerson Mosquera,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,38,Brentford,Wolverhampton,1,1,True,Brentford,38
Nélson Cabral Semedo,559,90,0,0,0,1,0,0,0,1,0,0,0,13,15.4,28.3,10.0,5.4,1,0.05,0.09,0.14,1.43,0,0,0,0,0,0,0,1,False,380,Wolverhampton,DEF,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Pedro Lomba Neto,560,77,0,1,1,0,0,0,0,0,0,0,0,10,12.6,13.4,13.0,3.9,1,0.33,0.01,0.34,0.74,0,0,0,0,0,0,0,6,False,377,Chelsea,MID,61,Chelsea,Nottingham,1,0,False,Nottingham,38
Pedro Cardoso de Lima,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,39,Brentford,Wolverhampton,1,1,True,Brentford,38
Daniel Castelo Podence,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,55,Brentford,Wolverhampton,1,1,True,Brentford,38
Rodrigo Martins Gomes,563,25,0,0,0,0,0,0,0,0,0,0,0,4,2.4,0.8,0.0,0.3,0,0.00,0.01,0.01,0.23,0,0,0,0,0,0,0,1,False,380,Wolverhampton,MID,51,Brentford,Wolverhampton,1,1,True,Brentford,38
Santiago Bueno,564,3,0,0,0,0,0,0,0,0,0,0,0,3,7.0,0.0,0.0,0.7,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,1,False,380,Wolverhampton,DEF,43,Brentford,Wolverhampton,1,1,True,Brentford,38
Pablo Sarabia,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,50,Brentford,Wolverhampton,1,1,True,Brentford,38
Jørgen Strand Larsen,566,25,0,1,0,0,0,0,0,0,0,0,0,11,20.2,10.6,2.0,3.3,0,0.00,0.01,0.01,0.23,0,0,0,0,0,0,0,4,False,380,Wolverhampton,FWD,52,Brentford,Wolverhampton,1,1,True,Brentford,38
Toti António Gomes,567,90,0,0,0,1,0,0,0,0,0,0,0,8,10.8,1.7,2.0,1.5,1,0.00,0.01,0.01,1.43,0,0,0,0,0,0,0,2,False,380,Wolverhampton,DEF,43,Brentford,Wolverhampton,1,1,True,Brentford,38
Arijanet Muric,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,GK,44,West Ham,Ipswich,3,1,True,West Ham,38
Jaden Philogene,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,MID,53,West Ham,Ipswich,3,1,True,West Ham,38
Abdul Fatawu,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,MID,51,Leicester,Bournemouth,0,2,False,Bournemouth,38
Sávio 'Savinho' Moreira de Oliveira,571,16,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.3,2.0,0.3,0,0.00,0.00,0.00,0.48,0,0,0,0,0,0,0,1,False,372,Manchester City,MID,60,Manchester City,Fulham,2,0,False,Fulham,38
Leny Yoro,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,DEF,43,Aston Villa,Manchester United,0,2,True,Aston Villa,38
