name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
Ben Broggio,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Max Kinsey,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,40,Leicester,Bournemouth,0,2,True,Leicester,38
Ruairi McConville,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
Tom Edozie,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,MID,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Callum Olusesi,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,45,Brighton,Tottenham,4,1,True,Brighton,38
Malachi Hardy,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,40,Brighton,Tottenham,4,1,True,Brighton,38
Jacob Slater,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
Ezra Mayers,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,DEF,40,West Ham,Ipswich,3,1,False,Ipswich,38
Ben Winterburn,687,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,False,371,Bournemouth,MID,45,Leicester,Bournemouth,0,2,True,Leicester,38
Treymaurice Nyoni,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Liverpool,MID,45,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Luca Williams-Barnett,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,45,Brighton,Tottenham,4,1,True,Brighton,38
Samuel Amissah,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Fulham,DEF,40,Manchester City,Fulham,2,0,True,Manchester City,38
Godwill Kukonki,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,DEF,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Amara Nallo,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Liverpool,DEF,40,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Joseph O'Brien-Whitmarsh,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,MID,45,Arsenal,Southampton,2,1,True,Arsenal,38
Henry Cartwright,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,MID,45,Leicester,Bournemouth,0,2,False,Bournemouth,38
Samuel Rak-Sakyi,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,45,Chelsea,Nottingham,1,0,False,Nottingham,38
Tyrique George,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,45,Chelsea,Nottingham,1,0,False,Nottingham,38
Josh Acheampong,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,40,Chelsea,Nottingham,1,0,False,Nottingham,38
Divin Mubama,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,FWD,45,Manchester City,Fulham,2,0,False,Fulham,38
Alfie Dorrington,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,40,Brighton,Tottenham,4,1,True,Brighton,38
Maeson King,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,40,Brighton,Tottenham,4,1,True,Brighton,38
Lewis Orford,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,MID,45,West Ham,Ipswich,3,1,False,Ipswich,38
Archie Harris,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,40,Leicester,Bournemouth,0,2,True,Leicester,38
Max Alleyne,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,DEF,40,Manchester City,Fulham,2,0,False,Fulham,38
Spike Brits,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,GK,40,Manchester City,Fulham,2,0,False,Fulham,38
Benjamin Arthur,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,40,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Zach Abbott,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Nottingham,DEF,40,Chelsea,Nottingham,1,0,True,Chelsea,38
Remy Rees-Dottin,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,FWD,45,Leicester,Bournemouth,0,2,True,Leicester,38
Thomas Wilson-Brown,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,DEF,40,Leicester,Bournemouth,0,2,False,Bournemouth,38
Jayden Danns,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Liverpool,FWD,45,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Jamaldeen Jimoh,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,MID,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Wes Okoduwa,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,40,Brentford,Wolverhampton,1,1,True,Brentford,38
Matai Akinmboni,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,DEF,40,Leicester,Bournemouth,0,2,True,Leicester,38
Julio Soler,713,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,False,371,Bournemouth,DEF,39,Leicester,Bournemouth,0,2,True,Leicester,38
Diego Gómez,714,45,1,1,0,0,0,0,0,0,0,0,2,44,46.4,40.4,45.0,13.2,0,0.09,0.16,0.25,0.48,0,0,0,0,0,0,0,11,False,379,Brighton,MID,55,Brighton,Tottenham,4,1,False,Tottenham,38
Ben Godfrey,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,DEF,40,West Ham,Ipswich,3,1,True,West Ham,38
Antonín Kinsky,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,GK,41,Brighton,Tottenham,4,1,True,Brighton,38
Min-Hyeok Yang,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,45,Brighton,Tottenham,4,1,True,Brighton,38
Welington Damascena Santos,718,90,0,0,0,2,0,0,0,0,0,0,0,2,13.0,1.5,0.0,1.5,1,0.00,0.00,0.00,2.20,0,0,0,0,0,0,0,1,False,378,Southampton,DEF,40,Arsenal,Southampton,2,1,True,Arsenal,38
Joachim Kayi-Sanda,719,4,0,0,0,1,0,0,0,0,0,0,0,-1,0.4,0.3,0.0,0.1,0,0.00,0.00,0.00,0.22,0,0,0,0,0,0,0,1,False,378,Southampton,DEF,40,Arsenal,Southampton,2,1,True,Arsenal,38
Emmanuel Agbadou,720,90,0,0,0,1,0,0,0,0,0,0,0,10,18.6,0.4,0.0,1.9,1,0.00,0.01,0.01,1.43,0,0,0,0,0,0,0,2,False,380,Wolverhampton,DEF,40,Brentford,Wolverhampton,1,1,True,Brentford,38
Wayne Hennessey,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Nottingham,GK,40,Chelsea,Nottingham,1,0,True,Chelsea,38
Daniel Adu-Adjei,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,FWD,45,Leicester,Bournemouth,0,2,True,Leicester,38
Dominic Sadi,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,45,Leicester,Bournemouth,0,2,True,Leicester,38
Martin Sherif,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,FWD,45,Everton,Newcastle,1,0,False,Newcastle,38
Donyell Malen,725,6,0,0,0,1,0,0,0,0,0,0,0,6,3.2,10.5,2.0,1.6,0,0.00,0.10,0.10,0.87,0,0,0,0,0,0,0,1,False,375,Aston Villa,MID,53,Aston Villa,Manchester United,0,2,False,Manchester United,38
Woyo Coulibaly,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,DEF,40,Leicester,Bournemouth,0,2,False,Bournemouth,38
Callan McKenna,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,GK,40,Leicester,Bournemouth,0,2,True,Leicester,38
Zain Silcott-Duberry,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Bournemouth,MID,45,Leicester,Bournemouth,0,2,True,Leicester,38
Damola Ajayi,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,MID,45,Brighton,Tottenham,4,1,True,Brighton,38
Romain Esse,730,14,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.4,4.0,0.5,0,0.00,0.00,0.00,0.24,0,0,0,0,0,0,0,1,False,374,Crystal Palace,MID,47,Crystal Palace,Liverpool,1,1,False,Liverpool,38
Andrés García,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,45,Aston Villa,Manchester United,0,2,False,Manchester United,38
Abdukodir Khusanov,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,DEF,50,Manchester City,Fulham,2,0,False,Fulham,38
Vitor de Oliveira Nunes dos Reis,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Manchester City,DEF,45,Manchester City,Fulham,2,0,False,Fulham,38
Albert Grønbæk,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Southampton,MID,49,Arsenal,Southampton,2,1,True,Arsenal,38
Mikel Arteta,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2,8,False,378,Arsenal,AM,15,Arsenal,Southampton,2,1,False,Southampton,38
Pep Guardiola,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2,10,False,372,Manchester City,AM,15,Manchester City,Fulham,2,0,False,Fulham,38
Unai Emery,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,False,375,Aston Villa,AM,8,Aston Villa,Manchester United,0,2,False,Manchester United,38
Andoni Iraola,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2,10,False,371,Bournemouth,AM,11,Leicester,Bournemouth,0,2,True,Leicester,38
Fabian Hürzeler,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,0,4,10,False,379,Brighton,AM,11,Brighton,Tottenham,4,1,False,Tottenham,38
Enzo Maresca,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,1,1,9,False,377,Chelsea,AM,15,Chelsea,Nottingham,1,0,False,Nottingham,38
Oliver Glasner,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,1,0,0,1,0,1,9,False,374,Crystal Palace,AM,8,Crystal Palace,Liverpool,1,1,False,Liverpool,38
David Moyes,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,1,0,1,1,19,False,376,Everton,AM,5,Everton,Newcastle,1,0,False,Newcastle,38
Kieran McKenna,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,1,1,False,373,Ipswich,AM,5,West Ham,Ipswich,3,1,True,West Ham,38
Arne Slot,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,4,False,374,Liverpool,AM,15,Crystal Palace,Liverpool,1,1,True,Crystal Palace,38
Ruben Filipe Marques Diogo Amorim,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,1,0,1,2,20,False,375,Manchester United,AM,8,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Eddie Howe,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,False,376,Newcastle,AM,15,Everton,Newcastle,1,0,True,Everton,38
Nuno Herlander Simões Espírito Santo,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,False,377,Nottingham,AM,11,Chelsea,Nottingham,1,0,True,Chelsea,38
Simon Rusk,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,1,1,False,378,Southampton,AM,5,Arsenal,Southampton,2,1,True,Arsenal,38
Ange Postecoglou,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,1,1,False,379,Tottenham,AM,11,Brighton,Tottenham,4,1,True,Brighton,38
Graham Potter,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,0,3,9,False,373,West Ham,AM,5,West Ham,Ipswich,3,1,False,Ipswich,38
Vítor Manuel de Oliveira Lopes Pereira,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,1,0,0,1,0,1,9,False,380,Wolverhampton,AM,8,Brentford,Wolverhampton,1,1,True,Brentford,38
Thomas Frank,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,4,False,380,Brentford,AM,8,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Marco Alexandre Saraiva da Silva,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,False,372,Fulham,AM,11,Manchester City,Fulham,2,0,True,Manchester City,38
Ruud van Nistelrooij,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,False,371,Leicester,AM,5,Leicester,Bournemouth,0,2,False,Bournemouth,38
Omar Marmoush,755,81,0,0,1,0,0,0,0,0,0,0,0,11,2.4,12.8,26.0,4.1,1,0.35,0.02,0.37,1.29,0,0,0,0,0,0,0,2,False,372,Manchester City,FWD,74,Manchester City,Fulham,2,0,False,Fulham,38
Jack Porter,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,378,Arsenal,GK,40,Arsenal,Southampton,2,1,False,Southampton,38
Michael Kayode,757,85,0,0,0,1,0,0,0,0,0,0,0,9,11.4,12.8,2.0,2.6,1,0.00,0.03,0.03,1.07,0,0,0,0,0,0,0,2,False,380,Brentford,DEF,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Joe Knight,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,45,Brighton,Tottenham,4,1,False,Tottenham,38
Julian Eyestone,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,GK,40,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Dante Cassanova,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,40,Brighton,Tottenham,4,1,True,Brighton,38
Elyh Harrison,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,GK,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Marco Asensio,762,45,0,0,0,0,0,0,0,0,0,0,0,5,2.0,11.1,0.0,1.3,1,0.00,0.02,0.02,1.11,0,0,0,0,0,0,0,1,False,375,Aston Villa,MID,60,Aston Villa,Manchester United,0,2,False,Manchester United,38
Eiran Cashin,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,45,Brighton,Tottenham,4,1,False,Tottenham,38
Alex Palmer,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,GK,45,West Ham,Ipswich,3,1,True,West Ham,38
Nico González,765,90,0,0,1,0,0,0,0,0,0,0,0,12,12.6,6.7,9.0,2.8,1,0.10,0.02,0.12,1.74,0,0,0,0,0,0,0,3,False,372,Manchester City,MID,60,Manchester City,Fulham,2,0,False,Fulham,38
Patrick Dorgu,766,90,0,0,1,0,0,0,0,0,0,0,1,28,10.4,38.1,16.0,6.5,1,0.05,0.14,0.19,0.40,0,0,0,0,0,0,0,7,False,375,Manchester United,DEF,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Kevin Danso,767,90,0,0,0,4,0,0,0,0,0,0,0,3,34.0,0.3,0.0,3.4,1,0.00,0.00,0.00,2.27,0,0,0,0,0,0,0,0,False,379,Tottenham,DEF,44,Brighton,Tottenham,4,1,True,Brighton,38
Mathys Tel,768,82,0,1,0,2,0,0,0,0,0,0,0,17,16.4,12.4,30.0,5.9,1,0.68,0.15,0.83,1.47,0,0,0,0,0,0,0,5,False,379,Tottenham,MID,58,Brighton,Tottenham,4,1,True,Brighton,38
Nasser Djiga,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,DEF,45,Brentford,Wolverhampton,1,1,True,Brentford,38
Marshall Munetsi,770,86,1,0,0,1,0,0,0,0,0,0,2,30,41.8,21.0,19.0,8.2,1,0.11,0.08,0.19,1.29,0,0,0,0,0,0,0,9,False,380,Wolverhampton,MID,50,Brentford,Wolverhampton,1,1,True,Brentford,38
Mathis Amougou,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,45,Chelsea,Nottingham,1,0,False,Nottingham,38
Willian Borges da Silva,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,372,Fulham,MID,50,Manchester City,Fulham,2,0,True,Manchester City,38
Isaac Heath,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,45,Everton,Newcastle,1,0,False,Newcastle,38
Aaron Anselmino,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,40,Chelsea,Nottingham,1,0,False,Nottingham,38
Coby Ebere,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,MID,45,Everton,Newcastle,1,0,False,Newcastle,38
Chido Obi-Martin,776,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,4.0,0.2,0,0.05,0.00,0.05,0.34,0,0,0,0,0,0,0,1,False,375,Manchester United,FWD,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Tyler Fredricson,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,DEF,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Jack Moorhouse,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,MID,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Sékou Koné,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,MID,45,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Iwan Morgan,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,FWD,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
Shumaira Mheuka,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,FWD,45,Chelsea,Nottingham,1,0,False,Nottingham,38
Ishé Samuels-Smith,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,40,Chelsea,Nottingham,1,0,False,Nottingham,38
Hubert Graczyk,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Manchester United,GK,40,Aston Villa,Manchester United,0,2,True,Aston Villa,38
Mateus Mané,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,FWD,45,Brentford,Wolverhampton,1,1,True,Brentford,38
